invoice_no,invoice_type,invoice_date,invoice_year,invoice_quarter,invoice_month,invoice_dow,invoice_hour,is_complete_quarter,stock_code,description,line_type,is_product_line,is_revenue_line,quantity,unit_price,line_revenue,is_return,customer_id,is_identified_customer,country,is_country_known,operator_note,has_negative_price,is_extreme_quantity
INV00120,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,,0,Wonderland,1,note INV00120,0,0
INV00214,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P002,BETA NOTEBOOK,PRODUCT,1,1,6,5.0,30.0,0,CUST029,1,Wonderland,1,note INV00214,0,0
INV00225,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P002,BETA NOTEBOOK,PRODUCT,1,1,6,5.0,30.0,0,,0,Oz,1,note INV00225,0,0
INV00240,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,DISC,VOLUME DISCOUNT,DISCOUNT,0,1,1,-12.0,-12.0,0,,0,Oz,1,note INV00240,1,0
INV00223,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,CAR,CARRIAGE,CARRIAGE,0,1,1,30.0,30.0,0,,0,Wonderland,1,note INV00223,0,0
INV00111,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST000,1,Wonderland,1,note INV00111,0,0
INV00042,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,,0,Oz,1,note INV00042,0,0
INV00074,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,FEE,BANK FEE,FEE,0,1,1,-40.0,-40.0,0,,0,Narnia,1,note INV00074,1,0
INV00016,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,CUST016,1,Wonderland,1,note INV00016,0,0
INV00169,invoice,2021-05-27 16:00:00,2021,2021-Q2,2021-05,4,16,1,P003,GAMMA CANDLE,PRODUCT,1,1,8,2.5,20.0,0,,0,Narnia,1,note INV00169,0,0
INV00244,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P004,DELTA LAMP,PRODUCT,1,1,8,9.0,72.0,0,CUST022,1,Narnia,1,note INV00244,0,0
INV00138,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P003,GAMMA CANDLE,PRODUCT,1,1,14,2.5,35.0,0,CUST027,1,Oz,1,note INV00138,0,0
INV00278,cancellation,2021-04-18 10:00:00,2021,2021-Q2,2021-04,0,10,1,P001,ALPHA MUG,PRODUCT,1,1,-2,3.0,-6.0,1,CUST000,1,Wonderland,1,note INV00278,0,0
INV00172,invoice,2021-06-14 11:00:00,2021,2021-Q2,2021-06,0,11,1,P002,BETA NOTEBOOK,PRODUCT,1,1,7,5.0,35.0,0,CUST024,1,Narnia,1,note INV00172,0,0
INV00098,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P005,EPSILON CLOCK,PRODUCT,1,1,8,12.0,96.0,0,,0,Atlantis,1,note INV00098,0,0
INV00017,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST017,1,Wonderland,1,note INV00017,0,0
INV00029,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,,0,Oz,1,note INV00029,0,0
INV00246,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P001,ALPHA MUG,PRODUCT,1,1,5,3.0,15.0,0,,0,Narnia,1,note INV00246,0,0
INV00087,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,CUST013,1,Atlantis,1,note INV00087,0,0
INV00238,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,ADJ,STOCK ADJUSTMENT,ADJUSTMENT,0,1,1,-15.0,-15.0,0,,0,Oz,1,note INV00238,1,0
INV00182,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,DISC,VOLUME DISCOUNT,DISCOUNT,0,1,1,-12.0,-12.0,0,,0,Narnia,1,note INV00182,1,0
INV00282,cancellation,2021-04-18 10:00:00,2021,2021-Q2,2021-04,0,10,1,P005,EPSILON CLOCK,PRODUCT,1,1,-6,12.0,-72.0,1,CUST004,1,Wonderland,1,note INV00282,0,0
INV00041,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P005,EPSILON CLOCK,PRODUCT,1,1,8,12.0,96.0,0,CUST004,1,Oz,1,note INV00041,0,0
INV00239,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,CAR,CARRIAGE,CARRIAGE,0,1,1,30.0,30.0,0,,0,Oz,1,note INV00239,0,0
INV00086,invoice,2021-02-15 13:00:00,2021,2021-Q1,2021-02,0,13,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,CUST012,1,Atlantis,1,note INV00086,0,0
INV00279,cancellation,2021-04-18 10:00:00,2021,2021-Q2,2021-04,0,10,1,P002,BETA NOTEBOOK,PRODUCT,1,1,-3,5.0,-15.0,1,CUST001,1,Oz,1,note INV00279,0,0
INV00077,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,CAR,CARRIAGE,CARRIAGE,0,1,1,30.0,30.0,0,,0,Narnia,1,note INV00077,0,0
INV00024,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,ADJ,STOCK ADJUSTMENT,ADJUSTMENT,0,1,1,-15.0,-15.0,0,,0,Wonderland,1,note INV00024,1,0
INV00276,cancellation,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P001,ALPHA MUG,PRODUCT,1,1,-100,3.0,-300.0,1,CUST002,1,Tortuga,1,note INV00276,0,0
INV00166,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P005,EPSILON CLOCK,PRODUCT,1,1,10,12.0,120.0,0,CUST018,1,Narnia,1,note INV00166,0,0
INV00227,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P003,GAMMA CANDLE,PRODUCT,1,1,7,2.5,17.5,0,CUST005,1,Oz,1,note INV00227,0,0
INV00257,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P001,ALPHA MUG,PRODUCT,1,1,1,3.0,3.0,0,CUST035,1,Atlantis,1,note INV00257,0,0
INV00267,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,POST,DOTCOM POSTAGE,POSTAGE,0,1,1,5000.0,5000.0,0,,0,Atlantis,1,note INV00267,0,0
INV00243,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P003,GAMMA CANDLE,PRODUCT,1,1,7,2.5,17.5,0,CUST021,1,Narnia,1,note INV00243,0,0
INV00013,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,CUST013,1,Wonderland,1,note INV00013,0,0
INV00254,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,ADJ,STOCK ADJUSTMENT,ADJUSTMENT,0,1,1,-15.0,-15.0,0,,0,Narnia,1,note INV00254,1,0
INV00181,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,CAR,CARRIAGE,CARRIAGE,0,1,1,30.0,30.0,0,,0,Narnia,1,note INV00181,0,0
INV00054,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST017,1,Narnia,1,note INV00054,0,0
INV00126,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,FEE,BANK FEE,FEE,0,1,1,-40.0,-40.0,0,,0,Wonderland,1,note INV00126,1,0
INV00021,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,POST,DOTCOM POSTAGE,POSTAGE,0,1,1,5000.0,5000.0,0,,0,Wonderland,1,note INV00021,0,0
INV00168,invoice,2021-05-27 16:00:00,2021,2021-Q2,2021-05,4,16,1,P002,BETA NOTEBOOK,PRODUCT,1,1,7,5.0,35.0,0,,0,Narnia,1,note INV00168,0,0
INV00042,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,,0,Oz,1,note INV00042,0,0
INV00274,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,CUST001,1,Sark,1,note INV00274,0,0
INV00280,cancellation,2021-04-18 10:00:00,2021,2021-Q2,2021-04,0,10,1,P003,GAMMA CANDLE,PRODUCT,1,1,-4,2.5,-10.0,1,CUST002,1,Narnia,1,note INV00280,0,0
INV00141,invoice,2021-05-27 16:00:00,2021,2021-Q2,2021-05,4,16,1,P002,BETA NOTEBOOK,PRODUCT,1,1,13,5.0,65.0,0,,0,Oz,1,note INV00141,0,0
INV00090,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST016,1,Atlantis,1,note INV00090,0,0
INV00069,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST032,1,Narnia,1,note INV00069,0,0
INV00250,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P005,EPSILON CLOCK,PRODUCT,1,1,9,12.0,108.0,0,CUST028,1,Narnia,1,note INV00250,0,0
INV00255,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,CAR,CARRIAGE,CARRIAGE,0,1,1,30.0,30.0,0,,0,Narnia,1,note INV00255,0,0
INV00093,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P005,EPSILON CLOCK,PRODUCT,1,1,8,12.0,96.0,0,CUST019,1,Atlantis,1,note INV00093,0,0
INV00003,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,CUST003,1,Wonderland,1,note INV00003,0,0
INV00016,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST016,1,Wonderland,1,note INV00016,0,0
INV00095,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST021,1,Atlantis,1,note INV00095,0,0
INV00242,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,P002,BETA NOTEBOOK,PRODUCT,1,1,6,5.0,30.0,0,CUST020,1,Narnia,1,note INV00242,0,0
INV00026,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,DISC,VOLUME DISCOUNT,DISCOUNT,0,1,1,-12.0,-12.0,0,,0,Wonderland,1,note INV00026,1,0
INV00056,invoice,2021-01-11 10:00:00,2021,2021-Q1,2021-01,1,10,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,,0,Narnia,1,note INV00056,0,0
INV00089,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,CUST015,1,Atlantis,1,note INV00089,0,0
INV00129,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,CAR,CARRIAGE,CARRIAGE,0,1,1,30.0,30.0,0,,0,Wonderland,1,note INV00129,0,0
INV00018,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P003,GAMMA CANDLE,PRODUCT,1,1,6,2.5,15.0,0,CUST018,1,Wonderland,1,note INV00018,0,0
INV00097,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P004,DELTA LAMP,PRODUCT,1,1,7,9.0,63.0,0,CUST023,1,Atlantis,1,note INV00097,0,0
INV00046,invoice,2021-03-22 15:00:00,2021,2021-Q1,2021-03,1,15,1,P005,EPSILON CLOCK,PRODUCT,1,1,8,12.0,96.0,0,CUST009,1,Oz,1,note INV00046,0,0
INV00204,invoice,2021-04-12 09:00:00,2021,2021-Q2,2021-04,2,9,1,FEE,BANK FEE,FEE,0,1,1,-40.0,-40.0,0,,0,Atlantis,1,note INV00204,1,0
INV00136,invoice,2021-05-20 14:00:00,2021,2021-Q2,2021-05,3,14,1,P001,ALPHA MUG,PRODUCT,1,1,12,3.0,36.0,0,CUST025,1,Oz,1,note INV00136,0,0
INV00219,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,POST,DOTCOM POSTAGE,POSTAGE,0,1,1,5000.0,5000.0,0,,0,Wonderland,1,note INV00219,0,0
INV00249,invoice,2021-08-09 10:00:00,2021,2021-Q3,2021-08,0,10,0,P004,DELTA LAMP,PRODUCT,1,1,8,9.0,72.0,0,CUST027,1,Narnia,1,note INV00249,0,0
INV00037,invoice,2021-03-08 12:00:00,2021,2021-Q1,2021-03,1,12,1,P001,ALPHA MUG,PRODUCT,1,1,4,3.0,12.0,0,CUST000,1,Oz,1,note INV00037,0,0
INV00116,invoice,2021-05-27 16:00:00,2021,2021-Q2,2021-05,4,16,1,P002,BETA NOTEBOOK,PRODUCT,1,1,5,5.0,25.0,0,CUST005,1,Wonderland,1,note INV00116,0,0
INV00253,invoice,2021-07-05 11:00:00,2021,2021-Q3,2021-07,0,11,0,MAN,MANUAL ADJUST,MANUAL,0,1,1,-25.0,-25.0,0,,0,Narnia,1,note INV00253,1,0
